#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
1595,CBRO#1584,Subespécie,"Nonnula rubecula simplex Todd, 1937",Nonnula rubecula simplex,Todd,1937,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nonnula,rubecula,simplex,,,,,
1596,CBRO#1585,Subespécie,"Nonnula rubecula rubecula (Spix, 1824)",Nonnula rubecula rubecula,Spix,1824,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nonnula,rubecula,rubecula,,,,,
1597,CBRO#1565,Gênero,"Malacoptila Gray, 1841",Malacoptila,Gray,1841,5,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,,,,,,,
1598,CBRO#1566,Espécie,"Malacoptila fusca (Gmelin, 1788)",Malacoptila fusca,Gmelin,1788,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,fusca,,barbudo-pardo,White-chested Puffbird,BR,,
1599,CBRO#1568,Subespécie,"Malacoptila fusca fusca (Gmelin, 1788)",Malacoptila fusca fusca,Gmelin,1788,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,fusca,fusca,,,,,
1600,CBRO#1569,Espécie,"Malacoptila semicincta Todd, 1925",Malacoptila semicincta,Todd,1925,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,semicincta,,barbudo-de-coleira,Semicollared Puffbird,BR,,
1601,CBRO#1571,Espécie,"Malacoptila minor Sassi, 1911",Malacoptila minor,Sassi,1911,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,minor,,barbudo-rajado-pequeno,Lesser Crescent-chested Puffbird,"BR, En",Separada de Malacoptila striata com base em caracteres morfológicos e moleculares (Ferreira et al. 2017).,Split from Malacoptila striata based on genetic and morphological evidence (Ferreira et al. 2017).
1602,CBRO#1570,Espécie,"Malacoptila striata (Spix, 1824)",Malacoptila striata,Spix,1824,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,striata,,barbudo-rajado,Crescent-chested Puffbird,"BR, En",,
1603,CBRO#1573,Espécie,"Malacoptila rufa (Spix, 1824)",Malacoptila rufa,Spix,1824,2,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,rufa,,barbudo-de-pescoço-ferrugem,Rufous-necked Puffbird,BR,,
1604,CBRO#1574,Subespécie,"Malacoptila rufa rufa (Spix, 1824)",Malacoptila rufa rufa,Spix,1824,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,rufa,rufa,,,,,
1605,CBRO#1575,Subespécie,"Malacoptila rufa brunnescens Zimmer, 1931",Malacoptila rufa brunnescens,Zimmer,1931,,Galbuliformes,,,,,Bucconidae,Bucconinae,Malacoptila,rufa,brunnescens,,,,,
1606,CBRO#1576,Gênero,"Micromonacha Sclater, 1881",Micromonacha,Sclater,1881,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Micromonacha,,,,,,,
1607,CBRO#1577,Espécie,"Micromonacha lanceolata (Deville, 1849)",Micromonacha lanceolata,Deville,1849,,Galbuliformes,,,,,Bucconidae,Bucconinae,Micromonacha,lanceolata,,macuru-papa-mosca,Lanceolated Monklet,BR,,
1608,CBRO#1538,Gênero,"Notharchus Cabanis & Heine, 1863",Notharchus,Cabanis & Heine,1863,5,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,,,,,,,
1609,CBRO#1545,Espécie,"Notharchus tectus (Boddaert, 1783)",Notharchus tectus,Boddaert,1783,2,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,tectus,,macuru-pintado,Pied Puffbird,BR,,
1610,CBRO#1546,Subespécie,"Notharchus tectus picatus (Sclater, 1856)",Notharchus tectus picatus,Sclater,1856,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,tectus,picatus,,,,,
1611,CBRO#1547,Subespécie,"Notharchus tectus tectus (Boddaert, 1783)",Notharchus tectus tectus,Boddaert,1783,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,tectus,tectus,,,,,
1612,CBRO#1539,Espécie,"Notharchus hyperrhynchus (Sclater, 1856)",Notharchus hyperrhynchus,Sclater,1856,2,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,hyperrhynchus,,macuru-de-testa-branca,White-necked Puffbird,BR,"Anteriormente tratada como subespécie de N. macrorhynchos, mas há marcantes diferenças morfológicas (Rasmussen & Collar 2002). Por outro lado, as divergências genéticas são comparativamente menores do que em outros complexos de espécies em Bucconidae (Witt 2004).","Formerly treated as a subspecies of N. macrorhynchos, but morphological differences significant (Rasmussen and Collar 2002). In contrast, genetic divergences comparatively smaller than in other puffbird species complexes (Witt 2004)."
1613,CBRO#1540,Subespécie,"Notharchus hyperrhynchus hyperrhynchus (Sclater, 1856)",Notharchus hyperrhynchus hyperrhynchus,Sclater,1856,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,hyperrhynchus,hyperrhynchus,,,,,
1614,CBRO#1541,Subespécie,"Notharchus hyperrhynchus paraensis Sassi, 1932",Notharchus hyperrhynchus paraensis,Sassi,1932,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,hyperrhynchus,paraensis,,,,,
1615,CBRO#1543,Espécie,"Notharchus swainsoni (Gray, 1846)",Notharchus swainsoni,Gray,1846,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,swainsoni,,macuru-de-barriga-castanha,Buff-bellied Puffbird,BR,"Anteriormente tratada como subespécie de N. macrorhynchos, mas há marcantes diferenças morfológicas (Rasmussen & Collar 2002). Por outro lado, as divergências genéticas são comparativamente menores do que em outros complexos de espécies em Bucconidae (Witt 2004).","Formerly treated as a subspecies of N. macrorhynchos, but morphological differences significant (Rasmussen and Collar 2002). In contrast, genetic divergences comparatively smaller than in other puffbird species complexes (Witt 2004)."
1616,CBRO#1542,Espécie,"Notharchus macrorhynchos (Gmelin, 1788)",Notharchus macrorhynchos,Gmelin,1788,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,macrorhynchos,,macuru-de-pescoço-branco,Guianan Puffbird,BR,,
1617,CBRO#1544,Espécie,"Notharchus ordii (Cassin, 1851)",Notharchus ordii,Cassin,1851,,Galbuliformes,,,,,Bucconidae,Bucconinae,Notharchus,ordii,,macuru-de-peito-marrom,Brown-banded Puffbird,BR,,
1618,CBRO#4951,Gênero,"Cyphos Spix, 1824",Cyphos,Spix,1824,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Cyphos,,,,,,,
1619,CBRO#1549,Espécie,"Cyphos macrodactylus Spix, 1824",Cyphos macrodactylus,Spix,1824,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Cyphos,macrodactylus,,rapazinho-de-boné-vermelho,Chestnut-capped Puffbird,BR,A restauração da combinação original deriva da filogenia apresentada em Posso et al. (2020).,The restoration of the original combination is based on the phylogeny proposed by Posso et al. (2020).
1620,CBRO#1550,Subespécie,"Cyphos macrodactylus macrodactylus Spix, 1824",Cyphos macrodactylus macrodactylus,Spix,1824,,Galbuliformes,,,,,Bucconidae,Bucconinae,Cyphos,macrodactylus,macrodactylus,,,,,
1621,CBRO#4952,Gênero,"Tamatia Cuvier, 1817",Tamatia,Cuvier,1817,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Tamatia,,,,,,A presente combinação deriva da filogenia apresentada em Posso et al. (2020).,Use of combination based on the phylogeny proposed by Posso et al. (2020).
1622,CBRO#1551,Espécie,"Tamatia tamatia (Gmelin, 1788)",Tamatia tamatia,Gmelin,1788,3,Galbuliformes,,,,,Bucconidae,Bucconinae,Tamatia,tamatia,,rapazinho-carijó,Spotted Puffbird,BR,,
1623,CBRO#1552,Subespécie,"Tamatia tamatia pulmentum (Sclater, 1856)",Tamatia tamatia pulmentum,Sclater,1856,,Galbuliformes,,,,,Bucconidae,Bucconinae,Tamatia,tamatia,pulmentum,,,,,
1624,CBRO#1553,Subespécie,"Tamatia tamatia tamatia (Gmelin, 1788)",Tamatia tamatia tamatia,Gmelin,1788,,Galbuliformes,,,,,Bucconidae,Bucconinae,Tamatia,tamatia,tamatia,,,,,
1625,CBRO#1554,Subespécie,"Tamatia tamatia hypnaleus (Cabanis & Heine, 1863)",Tamatia tamatia hypnaleus,Cabanis & Heine,1863,,Galbuliformes,,,,,Bucconidae,Bucconinae,Tamatia,tamatia,hypnaleus,,,,,
1626,CBRO#1548,Gênero,"Bucco Brisson, 1760",Bucco,Brisson,1760,1,Galbuliformes,,,,,Bucconidae,Bucconinae,Bucco,,,,,,,
1627,CBRO#1555,Espécie,"Bucco capensis Linnaeus, 1766",Bucco capensis,Linnaeus,1766,,Galbuliformes,,,,,Bucconidae,Bucconinae,Bucco,capensis,,rapazinho-de-colar,Collared Puffbird,BR,,
1628,CBRO#1556,Gênero,"Nystalus Cabanis & Heine, 1863",Nystalus,Cabanis & Heine,1863,6,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,,,,,,,
1629,CBRO#1563,Espécie,"Nystalus maculatus (Gmelin, 1788)",Nystalus maculatus,Gmelin,1788,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,maculatus,,rapazinho-dos-velhos,Spot-backed Puffbird,"BR, En",,
1630,CBRO#1564,Espécie,"Nystalus striatipectus (Sclater, 1854)",Nystalus striatipectus,Sclater,1854,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,striatipectus,,rapazinho-do-chaco,Chaco Puffbird,BR,,
1631,CBRO#1557,Espécie,"Nystalus obamai Whitney, Piacentini, Schunck, Aleixo, Sousa, Silveira & Rêgo, 2013",Nystalus obamai,"Whitney, Piacentini, Schunck, Aleixo, Sousa, Silveira & Rêgo",2013,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,obamai,,rapazinho-estriado-do-oeste,Western Striolated-Puffbird,BR,"Espécie recentemente descrita, previamente tratada como uma população ocidental de N. striolatus, da qual difere vocal e geneticamente (Whitney et al. 2013a). Tratada como subespécie por alguns autores (Remsen et al. 2020; HBW).","Recently described species, formerly regarded as a western Amazonian population of N. striolatus, from which it differs vocally and genetically (Whitney et al. 2013a). Treated as a subspecies by some (Remsen et al. 2020; HBW)."
1632,CBRO#1558,Espécie,"Nystalus striolatus (Pelzeln, 1856)",Nystalus striolatus,Pelzeln,1856,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,striolatus,,rapazinho-estriado-de-rondônia,Natterer's Striolated Puffbird,BR,,
1633,CBRO#1559,Espécie,"Nystalus torridus Bond & Meyer de Schauensee, 1940",Nystalus torridus,Bond & Meyer de Schauensee,1940,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,torridus,,rapazinho-estriado-do-leste,Eastern Striolated-Puffbird,"BR, En","Ainda tratada por alguns autores como uma subespécie oriental de N. striolatus (Remsen et al. 2020; HBW), mas difere na voz e em caracteres genéticos (Whitney et al. 2013a).","Still regarded by some authorities as an eastern Amazonian subspecies of N. striolatus (Remsen et al. 2020; HBW), but shown to differ vocally and genetically (Whitney et al. 2013a)."
1634,CBRO#1560,Espécie,"Nystalus chacuru (Vieillot, 1816)",Nystalus chacuru,Vieillot,1816,2,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,chacuru,,joão-bobo,White-eared Puffbird,BR,,
1635,CBRO#1561,Subespécie,"Nystalus chacuru uncirostris (Stolzmann, 1926)",Nystalus chacuru uncirostris,Stolzmann,1926,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,chacuru,uncirostris,,,,,
1636,CBRO#1562,Subespécie,"Nystalus chacuru chacuru (Vieillot, 1816)",Nystalus chacuru chacuru,Vieillot,1816,,Galbuliformes,,,,,Bucconidae,Bucconinae,Nystalus,chacuru,chacuru,,,,,
1637,CBRO#1605,Ordem,"Piciformes Meyer & Wolf, 1810",Piciformes,Meyer & Wolf,1810,86,Piciformes,,,,,,,,,,,,,,
1638,CBRO#1606,Família,"Capitonidae Bonaparte, 1838",Capitonidae,Bonaparte,1838,7,Piciformes,,,,,Capitonidae,,,,,,,,,
1639,CBRO#1607,Gênero,"Capito Vieillot, 1816",Capito,Vieillot,1816,5,Piciformes,,,,,Capitonidae,,Capito,,,,,,,
1640,CBRO#1608,Espécie,"Capito aurovirens (Cuvier, 1829)",Capito aurovirens,Cuvier,1829,,Piciformes,,,,,Capitonidae,,Capito,aurovirens,,capitão-de-coroa,Scarlet-crowned Barbet,BR,,
1641,CBRO#1609,Espécie,"Capito dayi Cherrie, 1916",Capito dayi,Cherrie,1916,,Piciformes,,,,,Capitonidae,,Capito,dayi,,capitão-de-cinta,Black-girdled Barbet,BR,,
1642,CBRO#1610,Espécie,"Capito brunneipectus Chapman, 1921",Capito brunneipectus,Chapman,1921,,Piciformes,,,,,Capitonidae,,Capito,brunneipectus,,capitão-de-peito-marrom,Brown-chested Barbet,"BR, En",,
1643,CBRO#1611,Espécie,"Capito niger (Statius Muller, 1776)",Capito niger,Statius Muller,1776,,Piciformes,,,,,Capitonidae,,Capito,niger,,capitão-de-bigode-carijó,Black-spotted Barbet,BR,,
1644,CBRO#1612,Espécie,"Capito auratus (Dumont, 1816)",Capito auratus,Dumont,1816,7,Piciformes,,,,,Capitonidae,,Capito,auratus,,capitão-de-fronte-dourada,Gilded Barbet,BR,,
1645,CBRO#1613,Subespécie,"Capito auratus aurantiicinctus Dalmas, 1900",Capito auratus aurantiicinctus,Dalmas,1900,,Piciformes,,,,,Capitonidae,,Capito,auratus,aurantiicinctus,,,,,
1646,CBRO#1618,Subespécie,"Capito auratus hypochondriacus Chapman, 1928",Capito auratus hypochondriacus,Chapman,1928,,Piciformes,,,,,Capitonidae,,Capito,auratus,hypochondriacus,,,,,
1647,CBRO#1617,Subespécie,"Capito auratus nitidior Chapman, 1928",Capito auratus nitidior,Chapman,1928,,Piciformes,,,,,Capitonidae,,Capito,auratus,nitidior,,,,,
1648,CBRO#1614,Subespécie,"Capito auratus auratus (Dumont, 1816)",Capito auratus auratus,Dumont,1816,,Piciformes,,,,,Capitonidae,,Capito,auratus,auratus,,,,,
1649,CBRO#1615,Subespécie,"Capito auratus orosae Chapman, 1928",Capito auratus orosae,Chapman,1928,,Piciformes,,,,,Capitonidae,,Capito,auratus,orosae,,,,,
1650,CBRO#1619,Subespécie,"Capito auratus insperatus Cherrie, 1916",Capito auratus insperatus,Cherrie,1916,,Piciformes,,,,,Capitonidae,,Capito,auratus,insperatus,,,,,
1651,CBRO#1616,Subespécie,"Capito auratus amazonicus Deville & Des Murs, 1849",Capito auratus amazonicus,Deville & Des Murs,1849,,Piciformes,,,,,Capitonidae,,Capito,auratus,amazonicus,,,,,
1652,CBRO#1620,Gênero,"Eubucco Bonaparte, 1850",Eubucco,Bonaparte,1850,2,Piciformes,,,,,Capitonidae,,Eubucco,,,,,,,
1653,CBRO#1621,Espécie,"Eubucco richardsoni (Gray, 1846)",Eubucco richardsoni,Gray,1846,3,Piciformes,,,,,Capitonidae,,Eubucco,richardsoni,,capitão-de-bigode-limão,Lemon-throated Barbet,BR,,
1654,CBRO#1622,Subespécie,"Eubucco richardsoni nigriceps Chapman, 1928",Eubucco richardsoni nigriceps,Chapman,1928,,Piciformes,,,,,Capitonidae,,Eubucco,richardsoni,nigriceps,,,,,
1655,CBRO#1623,Subespécie,"Eubucco richardsoni aurantiicollis Sclater, 1858",Eubucco richardsoni aurantiicollis,Sclater,1858,,Piciformes,,,,,Capitonidae,,Eubucco,richardsoni,aurantiicollis,,,,,
1656,CBRO#1624,Subespécie,"Eubucco richardsoni purusianus Gyldenstolpe, 1951",Eubucco richardsoni purusianus,Gyldenstolpe,1951,,Piciformes,,,,,Capitonidae,,Eubucco,richardsoni,purusianus,,,,,
1657,CBRO#1625,Espécie,"Eubucco tucinkae (Seilern, 1913)",Eubucco tucinkae,Seilern,1913,,Piciformes,,,,,Capitonidae,,Eubucco,tucinkae,,capitão-de-colar-amarelo,Scarlet-hooded Barbet,BR#,,
1658,CBRO#1626,Família,"Ramphastidae Vigors, 1825",Ramphastidae,Vigors,1825,22,Piciformes,,,,,Ramphastidae,,,,,,,,,
1659,CBRO#1627,Gênero,"Ramphastos Linnaeus, 1758",Ramphastos,Linnaeus,1758,4,Piciformes,,,,,Ramphastidae,,Ramphastos,,,,,,,
1660,CBRO#1628,Espécie,"Ramphastos toco Statius Muller, 1776",Ramphastos toco,Statius Muller,1776,2,Piciformes,,,,,Ramphastidae,,Ramphastos,toco,,tucanuçu,Toco Toucan,BR,,
1661,CBRO#1629,Subespécie,"Ramphastos toco toco Statius Muller, 1776",Ramphastos toco toco,Statius Muller,1776,,Piciformes,,,,,Ramphastidae,,Ramphastos,toco,toco,,,,,
1662,CBRO#1630,Subespécie,"Ramphastos toco albogularis Cabanis, 1862",Ramphastos toco albogularis,Cabanis,1862,,Piciformes,,,,,Ramphastidae,,Ramphastos,toco,albogularis,,,,,
1663,CBRO#1631,Espécie,"Ramphastos tucanus Linnaeus, 1758",Ramphastos tucanus,Linnaeus,1758,2,Piciformes,,,,,Ramphastidae,,Ramphastos,tucanus,,tucano-de-papo-branco,White-throated Toucan,BR,Os limites entre as subespécies de R. tucanus não são completamente claros e mais de uma espécie pode estar envolvida (ver Weckstein 2005 e Patané et al. 2009).,Limits among R. tucanus subspecies are not entirely clear and more than a single species may be involved (see Weckstein 2005 and Patané et al. 2009).
1664,CBRO#1632,Subespécie,"Ramphastos tucanus tucanus Linnaeus, 1758",Ramphastos tucanus tucanus,Linnaeus,1758,,Piciformes,,,,,Ramphastidae,,Ramphastos,tucanus,tucanus,,,,,
1665,CBRO#1633,Subespécie,"Ramphastos tucanus cuvieri Wagler, 1827",Ramphastos tucanus cuvieri,Wagler,1827,,Piciformes,,,,,Ramphastidae,,Ramphastos,tucanus,cuvieri,,,,,
1666,CBRO#1634,Espécie,"Ramphastos vitellinus Lichtenstein, 1823",Ramphastos vitellinus,Lichtenstein,1823,3,Piciformes,,,,,Ramphastidae,,Ramphastos,vitellinus,,tucano-de-bico-preto,Channel-billed Toucan,BR,Os limites entre as subespécies de R. vitellinus não são completamente claros e mais de uma espécie pode estar envolvida (ver Weckstein 2005 e Patané et al. 2009).,Limits among R. vitellinus subspecies are not entirely clear and more than a single species may be involved (see Weckstein 2005 and Patané et al. 2009).
1667,CBRO#1635,Subespécie,"Ramphastos vitellinus culminatus Gould, 1833",Ramphastos vitellinus culminatus,Gould,1833,,Piciformes,,,,,Ramphastidae,,Ramphastos,vitellinus,culminatus,,,,,
1668,CBRO#1636,Subespécie,"Ramphastos vitellinus vitellinus Lichtenstein, 1823",Ramphastos vitellinus vitellinus,Lichtenstein,1823,,Piciformes,,,,,Ramphastidae,,Ramphastos,vitellinus,vitellinus,,,,,
1669,CBRO#1637,Subespécie,"Ramphastos vitellinus ariel Vigors, 1826",Ramphastos vitellinus ariel,Vigors,1826,,Piciformes,,,,,Ramphastidae,,Ramphastos,vitellinus,ariel,,,,,
1670,CBRO#1638,Espécie,"Ramphastos dicolorus Linnaeus, 1766",Ramphastos dicolorus,Linnaeus,1766,,Piciformes,,,,,Ramphastidae,,Ramphastos,dicolorus,,tucano-de-bico-verde,Red-breasted Toucan,BR,,
1671,CBRO#1639,Gênero,"Aulacorhynchus Gould, 1835",Aulacorhynchus,Gould,1835,2,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,,,,,,,
1672,CBRO#1640,Espécie,"Aulacorhynchus atrogularis (Sturm & Sturm, 1841)",Aulacorhynchus atrogularis,Sturm & Sturm,1841,1,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,atrogularis,,tucaninho-de-nariz-amarelo,Black-throated Toucanet,BR#,"Separada recentemente de A. prasinus com base em dados morfológicos e moleculares (Navarro-Sigüenza et al. 2001, Puebla-Olivares et al. 2008).","Recently split from A. prasinus based on morphological and molecular data (Navarro-Sigüenza et al. 2001, Puebla-Olivares et al. 2008)."
1673,CBRO#1641,Subespécie,"Aulacorhynchus atrogularis dimidiatus (Ridgway, 1886)",Aulacorhynchus atrogularis dimidiatus,Ridgway,1886,,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,atrogularis,dimidiatus,,,,,
1674,CBRO#1642,Espécie,"Aulacorhynchus whitelianus (Salvin & Godman, 1882)",Aulacorhynchus whitelianus,Salvin & Godman,1882,2,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,whitelianus,,tucaninho-verde,Tepui Toucanet,BR#,Separada recentemente de A. derbianus com base em dados morfológicos e moleculares (Bonnacorso et al. 2011).,Recently split from A. derbianus based on morphological and molecular data (Bonnacorso et al. 2011).
1675,CBRO#1643,Subespécie,"Aulacorhynchus whitelianus duidae Chapman, 1929",Aulacorhynchus whitelianus duidae,Chapman,1929,,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,whitelianus,duidae,,,,,
1676,CBRO#1644,Subespécie,"Aulacorhynchus whitelianus whitelianus (Salvin & Godman, 1882)",Aulacorhynchus whitelianus whitelianus,Salvin & Godman,1882,,Piciformes,,,,,Ramphastidae,,Aulacorhynchus,whitelianus,whitelianus,,,,,
1677,CBRO#1645,Gênero,"Selenidera Gould, 1837",Selenidera,Gould,1837,5,Piciformes,,,,,Ramphastidae,,Selenidera,,,,,,,
1678,CBRO#1646,Espécie,"Selenidera piperivora (Linnaeus, 1758)",Selenidera piperivora,Linnaeus,1758,,Piciformes,,,,,Ramphastidae,,Selenidera,piperivora,,araçari-negro,Guianan Toucanet,BR,"Tratada anteriormente como S. culik, mas ver Pacheco & Whitney (2006) e Piacentini et al. (2010) para arrazoados em favor do uso de piperivora.","Previously treated as S. culik, but see Pacheco and Whitney (2006) and Piacentini et al. (2010) for a rationale in favor of name piperivora."
1679,CBRO#1647,Espécie,"Selenidera reinwardtii (Wagler, 1827)",Selenidera reinwardtii,Wagler,1827,2,Piciformes,,,,,Ramphastidae,,Selenidera,reinwardtii,,saripoca-de-coleira,Golden-collared Toucanet,BR,,
1680,CBRO#1648,Subespécie,"Selenidera reinwardtii reinwardtii (Wagler, 1827)",Selenidera reinwardtii reinwardtii,Wagler,1827,,Piciformes,,,,,Ramphastidae,,Selenidera,reinwardtii,reinwardtii,,,,,
1681,CBRO#1649,Subespécie,"Selenidera reinwardtii langsdorffii (Wagler, 1827)",Selenidera reinwardtii langsdorffii,Wagler,1827,,Piciformes,,,,,Ramphastidae,,Selenidera,reinwardtii,langsdorffii,,,,,
1682,CBRO#1650,Espécie,"Selenidera nattereri (Gould, 1836)",Selenidera nattereri,Gould,1836,,Piciformes,,,,,Ramphastidae,,Selenidera,nattereri,,saripoca-de-bico-castanho,Tawny-tufted Toucanet,BR,,
1683,CBRO#1651,Espécie,"Selenidera gouldii (Natterer, 1837)",Selenidera gouldii,Natterer,1837,,Piciformes,,,,,Ramphastidae,,Selenidera,gouldii,,saripoca-de-gould,Gould's Toucanet,BR,As subespécies reconhecidas anteriormente em S. gouldii (hellmayri e baturitensis) foram consideradas inválidas por Novaes & Lima (1991) com base em dados morfológicos.,The subspecies formerly recognized in S. gouldii (hellmayri and baturitensis) were considered invalid by Novaes and Lima (1991) based on morphological data.
1684,CBRO#1652,Espécie,"Selenidera maculirostris (Lichtenstein, 1823)",Selenidera maculirostris,Lichtenstein,1823,,Piciformes,,,,,Ramphastidae,,Selenidera,maculirostris,,araçari-poca,Spot-billed Toucanet,BR,,
1685,CBRO#1653,Gênero,"Pteroglossus Illiger, 1811",Pteroglossus,Illiger,1811,11,Piciformes,,,,,Ramphastidae,,Pteroglossus,,,,,,,
1686,CBRO#1654,Espécie,"Pteroglossus bailloni (Vieillot, 1819)",Pteroglossus bailloni,Vieillot,1819,,Piciformes,,,,,Ramphastidae,,Pteroglossus,bailloni,,araçari-banana,Saffron Toucanet,BR,"Anteriormente incluída no gênero monotípico Baillonius, mas estudos moleculares (e.g. Patel et al. 2011) posicionaram este táxon dentro de Pteroglossus como espécie-irmã de P. viridis e P. inscriptus.","Formerly placed in the monotypic genus Baillonius, but molecular studies (e.g. Patel et al. 2011) recovered this taxon within Pteroglossus as sister to P. viridis and P. inscriptus."
1687,CBRO#1655,Espécie,"Pteroglossus viridis (Linnaeus, 1766)",Pteroglossus viridis,Linnaeus,1766,,Piciformes,,,,,Ramphastidae,,Pteroglossus,viridis,,araçari-miudinho,Green Aracari,BR,,
1688,CBRO#1656,Espécie,"Pteroglossus inscriptus Swainson, 1822",Pteroglossus inscriptus,Swainson,1822,2,Piciformes,,,,,Ramphastidae,,Pteroglossus,inscriptus,,araçari-de-bico-riscado,Lettered Aracari,BR,,
1689,CBRO#1657,Subespécie,"Pteroglossus inscriptus inscriptus Swainson, 1822",Pteroglossus inscriptus inscriptus,Swainson,1822,,Piciformes,,,,,Ramphastidae,,Pteroglossus,inscriptus,inscriptus,,,,,
1690,CBRO#1658,Subespécie,"Pteroglossus inscriptus humboldti Wagler, 1827",Pteroglossus inscriptus humboldti,Wagler,1827,,Piciformes,,,,,Ramphastidae,,Pteroglossus,inscriptus,humboldti,,,,,
1691,CBRO#1666,Espécie,"Pteroglossus aracari (Linnaeus, 1758)",Pteroglossus aracari,Linnaeus,1758,3,Piciformes,,,,,Ramphastidae,,Pteroglossus,aracari,,araçari-de-bico-branco,Black-necked Aracari,BR,,
1692,CBRO#1667,Subespécie,"Pteroglossus aracari atricollis (Statius Muller, 1776)",Pteroglossus aracari atricollis,Statius Muller,1776,,Piciformes,,,,,Ramphastidae,,Pteroglossus,aracari,atricollis,,,,,
1693,CBRO#1668,Subespécie,"Pteroglossus aracari aracari (Linnaeus, 1758)",Pteroglossus aracari aracari,Linnaeus,1758,,Piciformes,,,,,Ramphastidae,,Pteroglossus,aracari,aracari,,,,,
1694,CBRO#1669,Subespécie,"Pteroglossus aracari wiedii Sturm & Sturm, 1847",Pteroglossus aracari wiedii,Sturm & Sturm,1847,,Piciformes,,,,,Ramphastidae,,Pteroglossus,aracari,wiedii,,,,,
1695,CBRO#1670,Espécie,"Pteroglossus castanotis Gould, 1834",Pteroglossus castanotis,Gould,1834,2,Piciformes,,,,,Ramphastidae,,Pteroglossus,castanotis,,araçari-castanho,Chestnut-eared Aracari,BR,,
1696,CBRO#1671,Subespécie,"Pteroglossus castanotis castanotis Gould, 1834",Pteroglossus castanotis castanotis,Gould,1834,,Piciformes,,,,,Ramphastidae,,Pteroglossus,castanotis,castanotis,,,,,
1697,CBRO#1672,Subespécie,"Pteroglossus castanotis australis Cassin, 1867",Pteroglossus castanotis australis,Cassin,1867,,Piciformes,,,,,Ramphastidae,,Pteroglossus,castanotis,australis,,,,,
1698,CBRO#1673,Espécie,"Pteroglossus pluricinctus Gould, 1835",Pteroglossus pluricinctus,Gould,1835,,Piciformes,,,,,Ramphastidae,,Pteroglossus,pluricinctus,,araçari-de-cinta-dupla,Many-banded Aracari,BR,,
1699,CBRO#1663,Espécie,"Pteroglossus azara (Vieillot, 1819)",Pteroglossus azara,Vieillot,1819,,Piciformes,,,,,Ramphastidae,,Pteroglossus,azara,,araçari-de-bico-de-marfim,Ivory-billed Aracari,"BR, En",,
1700,CBRO#1664,Espécie,"Pteroglossus flavirostris Fraser, 1841",Pteroglossus flavirostris,Fraser,1841,,Piciformes,,,,,Ramphastidae,,Pteroglossus,flavirostris,,araçari-de-bico-amarelo,Yellow-billed Aracari,BR,"Frequentemente tratada como subespécie de P. azara, mas dados morfológicos (Haffer 1974) e moleculares (Patel et al. 2011) apoiam seu reconhecimento como uma espécie evolucionária distinta.","Often treated as a subspecies of P. azara, but morphological (Haffer 1974) and molecular data (Patel et al. 2011) support its recognition as a separate evolutionary species."
