#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
4155,CBRO#4112,Espécie,"Polioptila facilis Zimmer, 1942",Polioptila facilis,Zimmer,1942,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,facilis,,balança-rabo-do-rio-negro,Rio Negro Gnatcatcher,BR,,
4156,CBRO#4081,Família,"Donacobiidae Aleixo & Pacheco, 2006",Donacobiidae,Aleixo & Pacheco,2006,1,Passeriformes,Passeri,,Passerida,,Donacobiidae,,,,,,,,,
4157,CBRO#4082,Gênero,"Donacobius Swainson, 1831",Donacobius,Swainson,1831,1,Passeriformes,Passeri,,Passerida,,Donacobiidae,,Donacobius,,,,,,,
4158,CBRO#4083,Espécie,"Donacobius atricapilla (Linnaeus, 1766)",Donacobius atricapilla,Linnaeus,1766,2,Passeriformes,Passeri,,Passerida,,Donacobiidae,,Donacobius,atricapilla,,japacanim,Black-capped Donacobius,BR,"Anteriormente incluído em Mimidae e Troglodytidae, mas dados moleculares mais recentes mostram que este táxon faz parte de Sylvioidea, representando uma linhagem distinta, mais próxima das famílias Locustellidae e Bernieridae, ambas exclusivas do Velho Mundo (Alström et al. 2006, Johansson et al. 2008, Fregon et al. 2012, Alström et al. 2013). Com base nessas singularidades, Aleixo & Pacheco (2006) propuseram o tratamento de Donacobius em uma nova família monotípica, Donacobiidae.","Formerly placed in Mimidae or Troglodytidae, but more recent molecular data show that this taxon actually nests within Sylvioidea, representing a distinct lineage closest to Locustellidae and Bernieridae, both exclusively Old World families (Alström et al. 2006, Johansson et al. 2008, Fregon et al. 2012, Alström et al. 2013). Based on these singularities, Aleixo and Pacheco (2006) proposed to treat Donacobius in a new monotypic family, Donacobiidae."
4159,CBRO#4084,Subespécie,"Donacobius atricapilla atricapilla (Linnaeus, 1766)",Donacobius atricapilla atricapilla,Linnaeus,1766,,Passeriformes,Passeri,,Passerida,,Donacobiidae,,Donacobius,atricapilla,atricapilla,,,,,
4160,CBRO#4085,Subespécie,"Donacobius atricapilla albovittatus d'Orbigny & Lafresnaye, 1837",Donacobius atricapilla albovittatus,d'Orbigny & Lafresnaye,1837,,Passeriformes,Passeri,,Passerida,,Donacobiidae,,Donacobius,atricapilla,albovittatus,,,,,
4161,CBRO#4116,Família,"Turdidae Rafinesque, 1815",Turdidae,Rafinesque,1815,22,Passeriformes,Passeri,,Passerida,,Turdidae,,,,,,,,,
4162,CBRO#4117,Gênero,"Catharus Bonaparte, 1850",Catharus,Bonaparte,1850,4,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,,,,,,,
4163,CBRO#5004,Espécie,"Catharus aurantiirostris (Hartlaub, 1850)",Catharus aurantiirostris,Hartlaub,1850,1,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,aurantiirostris,,sabiazinho-de-bico-laranja,Orange-billed Nightingale-thrush,BR#,Primeiros registros para o Brasil publicados por Laranjeiras et al. (2019).,First Brazilian records published by Laranjeiras et al. (2019).
4164,CBRO#5005,Subespécie,Catharus aurantiirostris ssp.,Catharus aurantiirostris ssp.,,,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,aurantiirostris,ssp.,,,,,
4165,CBRO#4118,Espécie,"Catharus fuscescens (Stephens, 1817)",Catharus fuscescens,Stephens,1817,4,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,fuscescens,,sabiazinho-norte-americano,Veery,VI (N),,
4166,CBRO#4119,Subespécie,"Catharus fuscescens salicicola (Ridgway, 1882)",Catharus fuscescens salicicola,Ridgway,1882,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,fuscescens,salicicola,,,,,
4167,CBRO#4120,Subespécie,"Catharus fuscescens fuscescens (Stephens, 1817)",Catharus fuscescens fuscescens,Stephens,1817,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,fuscescens,fuscescens,,,,,
4168,CBRO#4121,Subespécie,"Catharus fuscescens fuliginosus (Howe, 1900)",Catharus fuscescens fuliginosus,Howe,1900,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,fuscescens,fuliginosus,,,,,
4169,CBRO#5006,Subespécie,"Catharus fuscescens subpallidus (Burleigh & Duval, 1959)",Catharus fuscescens subpallidus,Burleigh & Duval,1959,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,fuscescens,subpallidus,,,,Inadvertidamente omitido em Piacentini et al. (2015).,Inadvertently omitted in Piacentini et al. (2015).
4170,CBRO#4122,Espécie,"Catharus minimus (Lafresnaye, 1848)",Catharus minimus,Lafresnaye,1848,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,minimus,,sabiazinho-de-cara-cinza,Gray-cheeked Thrush,VI (N),,
4171,CBRO#5007,Subespécie,"Catharus minimus aliciae (Baird, 1858)",Catharus minimus aliciae,Baird,1858,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,minimus,aliciae,,,,Inadvertidamente omitido em Piacentini et al. (2015).,Inadvertently omitted in Piacentini et al. (2015).
4172,CBRO#4123,Subespécie,"Catharus minimus minimus (Lafresnaye, 1848)",Catharus minimus minimus,Lafresnaye,1848,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,minimus,minimus,,,,,
4173,CBRO#4124,Espécie,"Catharus swainsoni (Tschudi, 1845)",Catharus swainsoni,Tschudi,1845,,Passeriformes,Passeri,,Passerida,,Turdidae,,Catharus,swainsoni,,sabiazinho-de-óculos,Olive-backed Thrush,VI (N),"Comumente tratado como subespécie de C. ustulatus, mas difere na voz, plumagem e padrão de migração. Ruegg (2007) afirma que a estreita zona híbrida atua como barreira ao fluxo gênico entre as duas formas, o que requer o reconhecimento de swainsoni como espécie mesmo sob o Conceito Biológico (contra as próprias conclusões desse autor).","Commonly treated as a subspecies of C. ustulatus, but differs in voice, plumage and migratory pattern. Ruegg (2007) stated that the narrow hybrid zone between these forms acts as a barrier to gene flow, which requires the recognition of swainsoni as a full species even under the Biological Species Concept (against the author's own conclusions)."
4174,CBRO#4125,Gênero,"Cichlopsis Cabanis, 1850",Cichlopsis,Cabanis,1850,1,Passeriformes,Passeri,,Passerida,,Turdidae,,Cichlopsis,,,,,,,
4175,CBRO#4126,Espécie,"Cichlopsis leucogenys Cabanis, 1851",Cichlopsis leucogenys,Cabanis,1851,1,Passeriformes,Passeri,,Passerida,,Turdidae,,Cichlopsis,leucogenys,,sabiá-castanho,Rufous-brown Solitaire,BR,,
4176,CBRO#4127,Subespécie,"Cichlopsis leucogenys leucogenys Cabanis, 1850",Cichlopsis leucogenys leucogenys,Cabanis,1850,,Passeriformes,Passeri,,Passerida,,Turdidae,,Cichlopsis,leucogenys,leucogenys,,,,,
4177,CBRO#4128,Gênero,"Turdus Linnaeus, 1758",Turdus,Linnaeus,1758,17,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,,,,,,,
4178,CBRO#4129,Espécie,"Turdus iliacus Linnaeus, 1766",Turdus iliacus,Linnaeus,1766,1,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,iliacus,,sabiá-ruivo,Redwing,VA (E),"Um indivíduo foi encontrado morto em 31 de dezembro de 2001 numa embarcação a 150 km da costa do Espírito Santo e depositado na coleção do MN (Brito et al. 2013). A possibilidade de este registro ter sido assistido por intervenção humana é discutida, porém descartada, pelos autores","One individual was found dead on 31 December 2001 on a vessel 150 km off the coast of Espírito Santo and deposited in the MN collection (Brito et al. 2013). The possibility that this record was human assisted was discussed, but discarded by the authors."
4179,CBRO#5008,Subespécie,Turdus iliacus ssp.,Turdus iliacus ssp.,,,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,iliacus,ssp.,,,,,
4180,CBRO#4130,Espécie,"Turdus leucops Taczanowski, 1877",Turdus leucops,Taczanowski,1877,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,leucops,,sabiá-preto,Pale-eyed Thrush,BR#,"Historicamente tratado em Platycichla, mas ver Voelker et al. (2007).","Previously separated in Platycichla, but merged with Turdus following Voelker et al. (2007)."
4181,CBRO#4131,Espécie,"Turdus flavipes Vieillot, 1818",Turdus flavipes,Vieillot,1818,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,flavipes,,sabiá-una,Yellow-legged Thrush,BR,"Historicamente tratado em Platycichla, mas ver Voelker et al. (2007).","Previously separated in Platycichla, but merged with Turdus following Voelker et al. (2007)."
4182,CBRO#4132,Subespécie,"Turdus flavipes polionotus (Sharpe, 1900)",Turdus flavipes polionotus,Sharpe,1900,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,flavipes,polionotus,,,,,
4183,CBRO#4133,Subespécie,"Turdus flavipes flavipes Vieillot, 1818",Turdus flavipes flavipes,Vieillot,1818,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,flavipes,flavipes,,,,,
4184,CBRO#4134,Espécie,"Turdus leucomelas Vieillot, 1818",Turdus leucomelas,Vieillot,1818,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,leucomelas,,sabiá-barranco,Pale-breasted Thrush,BR,,
4185,CBRO#4135,Subespécie,"Turdus leucomelas albiventer Spix, 1824",Turdus leucomelas albiventer,Spix,1824,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,leucomelas,albiventer,,,,,
4186,CBRO#4136,Subespécie,"Turdus leucomelas leucomelas Vieillot, 1818",Turdus leucomelas leucomelas,Vieillot,1818,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,leucomelas,leucomelas,,,,,
4187,CBRO#4137,Espécie,"Turdus fumigatus Lichtenstein, 1823",Turdus fumigatus,Lichtenstein,1823,1,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,fumigatus,,sabiá-da-mata,Cocoa Thrush,BR,,
4188,CBRO#4138,Subespécie,"Turdus fumigatus fumigatus Lichtenstein, 1823",Turdus fumigatus fumigatus,Lichtenstein,1823,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,fumigatus,fumigatus,,,,,
4189,CBRO#4139,Espécie,"Turdus hauxwelli Lawrence, 1869",Turdus hauxwelli,Lawrence,1869,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,hauxwelli,,sabiá-bicolor,Hauxwell's Thrush,BR,,
4190,CBRO#4140,Espécie,"Turdus rufiventris Vieillot, 1818",Turdus rufiventris,Vieillot,1818,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,rufiventris,,sabiá-laranjeira,Rufous-bellied Thrush,BR,,
4191,CBRO#4141,Subespécie,"Turdus rufiventris juensis (Cory, 1916)",Turdus rufiventris juensis,Cory,1916,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,rufiventris,juensis,,,,,
4192,CBRO#4142,Subespécie,"Turdus rufiventris rufiventris Vieillot, 1818",Turdus rufiventris rufiventris,Vieillot,1818,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,rufiventris,rufiventris,,,,,
4193,CBRO#4143,Espécie,"Turdus nudigenis Lafresnaye, 1848",Turdus nudigenis,Lafresnaye,1848,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,nudigenis,,caraxué,Spectacled Thrush,BR,,
4194,CBRO#5009,Subespécie,"Turdus nudigenis nudigenis Lafresnaye, 1848",Turdus nudigenis nudigenis,Lafresnaye,1848,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,nudigenis,nudigenis,,,,Inadvertidamente omitido em Piacentini et al. (2015).,Inadvertently omitted in Piacentini et al. (2015).
4195,CBRO#4144,Subespécie,"Turdus nudigenis extimus Todd, 1931",Turdus nudigenis extimus,Todd,1931,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,nudigenis,extimus,,,,,
4196,CBRO#4145,Espécie,"Turdus sanchezorum O'Neill, Lane & Naka, 2011",Turdus sanchezorum,"O'Neill, Lane & Naka",2011,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,sanchezorum,,sabiá-da-várzea,Varzea Thrush,BR,,
4197,CBRO#4146,Espécie,"Turdus lawrencii Coues, 1880",Turdus lawrencii,Coues,1880,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,lawrencii,,caraxué-de-bico-amarelo,Lawrence's Thrush,BR,,
4198,CBRO#4149,Espécie,"Turdus murinus Salvin, 1885",Turdus murinus,Salvin,1885,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,murinus,,caraxué-dos-tepuis,Pantepui Thrush,BR#,,
4199,CBRO#4147,Espécie,"Turdus amaurochalinus Cabanis, 1850",Turdus amaurochalinus,Cabanis,1850,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,amaurochalinus,,sabiá-poca,Creamy-bellied Thrush,BR,,
4200,CBRO#4151,Espécie,"Turdus arthuri Chubb, 1914",Turdus arthuri,Chubb,1914,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,arthuri,,caraxué-da-campina,Campina Thrush,BR,"Cerqueira et al. (2016), Avendaño et al. (2017) e Stiles & Avendaño (2019) sustentam o tratamento deste táxon como espécie independente.","Cerqueira et al. (2016), Avendaño et al. (2017) and Stiles and Avendaño (2019) provide support for the treatment of this taxon as an independent species."
4201,CBRO#4150,Espécie,"Turdus debilis Hellmayr, 1902",Turdus debilis,Hellmayr,1902,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,debilis,,caraxué-da-várzea,Floodplain Thrush,BR,"Tomados em conjunto, os dados de Cerqueira et al. (2016), Avendaño et al. (2017) e Stiles & Avendaño (2019) fornecem suporte ao reconhecimento deste táxon como espécie independente de T. ignobilis, que assim passa a ser extraterritorial.","Taken together, the data provided by Cerqueira et al. (2016), Avendaño et al. (2017) and Stiles and Avendaño (2019) support the recognition of this taxon as a species independent of T. ignobilis, which thus becomes extraterritorial."
4202,CBRO#4153,Espécie,"Turdus olivater (Lafresnaye, 1848)",Turdus olivater,Lafresnaye,1848,2,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,olivater,,sabiá-de-cabeça-preta,Black-hooded Thrush,BR#,,
4203,CBRO#4154,Subespécie,"Turdus olivater kemptoni Phelps & Phelps Jr, 1955",Turdus olivater kemptoni,Phelps & Phelps Jr,1955,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,olivater,kemptoni,,,,,
4204,CBRO#4155,Subespécie,"Turdus olivater roraimae Salvin & Godman, 1884",Turdus olivater roraimae,Salvin & Godman,1884,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,olivater,roraimae,,,,,
4205,CBRO#4156,Espécie,"Turdus subalaris (Seebohm, 1887)",Turdus subalaris,Seebohm,1887,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,subalaris,,sabiá-ferreiro,Eastern Slaty Thrush,BR,,
4206,CBRO#4157,Espécie,"Turdus albicollis Vieillot, 1818",Turdus albicollis,Vieillot,1818,5,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,,sabiá-coleira,White-necked Thrush,BR,,
4207,CBRO#4158,Subespécie,"Turdus albicollis phaeopygus Cabanis, 1849",Turdus albicollis phaeopygus,Cabanis,1849,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,phaeopygus,,,,,
4208,CBRO#4159,Subespécie,"Turdus albicollis spodiolaemus Berlepsch & Stolzmann, 1896",Turdus albicollis spodiolaemus,Berlepsch & Stolzmann,1896,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,spodiolaemus,,,,,
4209,CBRO#4160,Subespécie,"Turdus albicollis crotopezus Lichtenstein, 1823",Turdus albicollis crotopezus,Lichtenstein,1823,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,crotopezus,,,,,
4210,CBRO#4161,Subespécie,"Turdus albicollis albicollis Vieillot, 1818",Turdus albicollis albicollis,Vieillot,1818,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,albicollis,,,,,
4211,CBRO#4162,Subespécie,"Turdus albicollis paraguayensis (Chubb, 1910)",Turdus albicollis paraguayensis,Chubb,1910,,Passeriformes,Passeri,,Passerida,,Turdidae,,Turdus,albicollis,paraguayensis,,,,,
4212,CBRO#4163,Família,"Mimidae Bonaparte, 1853",Mimidae,Bonaparte,1853,3,Passeriformes,Passeri,,Passerida,,Mimidae,,,,,,,,,
4213,CBRO#4164,Gênero,"Mimus Boie, 1826",Mimus,Boie,1826,3,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,,,,,,,
4214,CBRO#4165,Espécie,"Mimus gilvus (Vieillot, 1807)",Mimus gilvus,Vieillot,1807,2,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,gilvus,,sabiá-da-praia,Tropical Mockingbird,BR,,
4215,CBRO#4166,Subespécie,"Mimus gilvus melanopterus Lawrence, 1849",Mimus gilvus melanopterus,Lawrence,1849,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,gilvus,melanopterus,,,,,
4216,CBRO#4167,Subespécie,"Mimus gilvus antelius Oberholser, 1919",Mimus gilvus antelius,Oberholser,1919,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,gilvus,antelius,,,,,
4217,CBRO#4168,Espécie,"Mimus saturninus (Lichtenstein, 1823)",Mimus saturninus,Lichtenstein,1823,4,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,saturninus,,sabiá-do-campo,Chalk-browed Mockingbird,BR,,
4218,CBRO#4169,Subespécie,"Mimus saturninus saturninus (Lichtenstein, 1823)",Mimus saturninus saturninus,Lichtenstein,1823,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,saturninus,saturninus,,,,,
4219,CBRO#4170,Subespécie,"Mimus saturninus arenaceus Chapman, 1890",Mimus saturninus arenaceus,Chapman,1890,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,saturninus,arenaceus,,,,,
4220,CBRO#4171,Subespécie,"Mimus saturninus frater Hellmayr, 1903",Mimus saturninus frater,Hellmayr,1903,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,saturninus,frater,,,,,
4221,CBRO#4172,Subespécie,"Mimus saturninus modulator (Gould, 1836)",Mimus saturninus modulator,Gould,1836,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,saturninus,modulator,,,,,
4222,CBRO#4173,Espécie,"Mimus triurus (Vieillot, 1818)",Mimus triurus,Vieillot,1818,,Passeriformes,Passeri,,Passerida,,Mimidae,,Mimus,triurus,,calhandra-de-três-rabos,White-banded Mockingbird,VI (S),,
4223,CBRO#5010,Família,"Sturnidae Rafinesque, 1815",Sturnidae,Rafinesque,1815,1,Passeriformes,Passeri,,Passerida,,Sturnidae,,,,,,,,,
4224,CBRO#5011,Gênero,"Sturnus Linnaeus, 1758",Sturnus,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Sturnidae,,Sturnus,,,,,,,
4225,CBRO#5012,Espécie,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Sturnidae,,Sturnus,vulgaris,,estorninho,European Starling,"BR, In","Silva et al. (2017) publicaram os primeiros registros para o Brasil, incluindo indicativos de que nidifica no país.","Silva et al. (2017) published the first Brazilian records, including evidence of breeding in the country."
4226,CBRO#5013,Subespécie,Sturnus vulgaris ssp.,Sturnus vulgaris ssp.,,,,Passeriformes,Passeri,,Passerida,,Sturnidae,,Sturnus,vulgaris,ssp.,,,,,
4227,CBRO#4868,Família,"Estrildidae Bonaparte, 1850",Estrildidae,Bonaparte,1850,1,Passeriformes,Passeri,,Passerida,,Estrildidae,,,,,,,,,
4228,CBRO#4869,Gênero,"Estrilda Swainson, 1827",Estrilda,Swainson,1827,1,Passeriformes,Passeri,,Passerida,,Estrildidae,,Estrilda,,,,,,,
4229,CBRO#4870,Espécie,"Estrilda astrild (Linnaeus, 1758)",Estrilda astrild,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Estrildidae,,Estrilda,astrild,,bico-de-lacre,Common Waxbill,"BR, In",,
4230,CBRO#4871,Subespécie,Estrilda astrild ssp.,Estrilda astrild ssp.,,,,Passeriformes,Passeri,,Passerida,,Estrildidae,,Estrilda,astrild,ssp.,,,,,
4231,CBRO#4872,Família,"Passeridae Rafinesque, 1815",Passeridae,Rafinesque,1815,1,Passeriformes,Passeri,,Passerida,,Passeridae,,,,,,,,,
4232,CBRO#4873,Gênero,"Passer Brisson, 1760",Passer,Brisson,1760,1,Passeriformes,Passeri,,Passerida,,Passeridae,,Passer,,,,,,,
4233,CBRO#4874,Espécie,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Passeridae,,Passer,domesticus,,pardal,House Sparrow,"BR, In",,
4234,CBRO#4875,Subespécie,"Passer domesticus domesticus (Linnaeus, 1758)",Passer domesticus domesticus,Linnaeus,1758,,Passeriformes,Passeri,,Passerida,,Passeridae,,Passer,domesticus,domesticus,,,,,
4235,CBRO#4174,Família,"Motacillidae Horsfield, 1821",Motacillidae,Horsfield,1821,5,Passeriformes,Passeri,,Passerida,,Motacillidae,,,,,,,,,
4236,CBRO#4175,Gênero,"Anthus Bechstein, 1805",Anthus,Bechstein,1805,5,Passeriformes,Passeri,,Passerida,,Motacillidae,,Anthus,,,,,,,
4237,CBRO#4176,Espécie,"Anthus chii Vieillot, 1818",Anthus chii,Vieillot,1818,1,Passeriformes,Passeri,,Passerida,,Motacillidae,,Anthus,chii,,caminheiro-zumbidor,Yellowish Pipit,BR,"Smith & Clay (2021) confirmaram que a espécie “No. 146 Alondra Chií” de Azara, na qual Anthus chii Vieillot, 1818 está baseado, é claramente referível ao caminheiro-zumbidor. Como o nome de Vieillot permaneceu em uso nos séculos 20 e 21 e tem prioridade sobre Anthus lutescens Pucheran, 1855, deve ser adotado como nome válido para esta espécie sob o Princípio da Prioridade.","Smith and Clay (2021) confirmed that the “No. 146 Alondra Chií” of Azara, on which Anthus chii Vieillot, 1818 is based, is clearly identifiable as the Yellowish Pipit. Since Vieillot’s name remained in use in the 20th and 21st century and has priority over Anthus lutescens Pucheran, 1855, it must be adopted as the valid name for this species under the Principle of Priority."
