cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#2631,Chamaeza campanisona,tovaca-campainha,Short-tailed Antthrush,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Formicariidae,,Chamaeza,campanisona,tovaca-campainha,Chamaeza campanisona,Short-tailed Antthrush,shtant1,Chamaeza campanisona,,Tovacá Colicorto,Streifenbrust-Ameisendrossel,Tordo formichiero codacorta,Tétéma flambé,mravenčíkovec zpěvný,Korthalet Myredrossel,Kortstaartmierlijster,,nysämuura,,短尾蚁鸫,アリツグミ,Hvittippmaurrikse,mrówkodrozd kusy,Короткохвостая дроздовидная муравейница,mravčiarik krátkochvostý,Kortstjärtad myrtrast
CBRO#2634,Chamaeza nobilis,tovaca-estriada,Striated Antthrush,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Formicariidae,,Chamaeza,nobilis,tovaca-estriada,Chamaeza nobilis,Striated Antthrush,strant3,Chamaeza nobilis,,Tovacá Noble,Weißkehl-Ameisendrossel,Tordo formichiero striato,Tétéma strié,mravenčíkovec největší,Stribet Myredrossel,Gestreepte Mierlijster,,isonysämuura,,纵纹蚁鸫,クロビタイアリツグミ,Stormaurrikse,mrówkodrozd duży,Пёстрая дроздовидная муравейница,mravčiarik pôvabný,Strimmig myrtrast
CBRO#2638,Chamaeza meruloides,tovaca-cantadora,Such's Antthrush,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Formicariidae,,Chamaeza,meruloides,tovaca-cantadora,Chamaeza meruloides,Such's Antthrush,sucant1,Chamaeza meruloides,SE Brazil (Minas Gerais and Espírito Santo to ne Santa Catarina),Tovacá Críptico,Blasskehl-Ameisendrossel,Tordo formichiero di Such,Tétéma de Such,mravenčíkovec drozdí,Mellemmyredrossel,Cryptische Mierlijster,,rinnenysämuura,,萨氏蚁鸫,カクレアリツグミ,Blekbrystmaurrikse,mrówkodrozd skryty,,mravčiarik Suchov,Mellanmyrtrast
CBRO#2639,Chamaeza ruficauda,tovaca-de-rabo-vermelho,Rufous-tailed Antthrush,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Formicariidae,,Chamaeza,ruficauda,tovaca-de-rabo-vermelho,Chamaeza ruficauda,Rufous-tailed Antthrush,rutant2,Chamaeza ruficauda,SE Brazil (Minas Gerais to n Rio Grande do Sul) and ne Argentina,Tovacá Colirrufo,Südliche Rostschwanz-Ameisendrossel,Tordo formichiero codarossiccia,Tétéma à queue rousse,mravenčíkovec jihobrazilský,Brasiliansk Myredrossel,Roodstaartmierlijster,,pitsinysämuura,,棕尾蚁鸫,アカオアリツグミ,Rusthalemaurrikse,mrówkodrozd brunatny,Краснохвостая дроздовидная муравейница,mravčiarik hrdzavochvostý,Brasiliansk myrtrast
CBRO#4972,Sclerurus peruvianus,vira-folha-peruano,Peruvian Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,peruvianus,,,,tatlea7,Sclerurus obscurior peruvianus,Tropical w Amazon basin,,,,,,,,,,,,,,,,,
CBRO#2642,Sclerurus macconnelli,vira-folha-de-peito-vermelho,Tawny-throated Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,macconnelli,vira-folha-de-peito-vermelho,Sclerurus macconnelli,Tawny-throated Leaftosser,soalea1,Sclerurus obscurior,,,,,,,,,,,,,,,,,,
CBRO#2645,Sclerurus rufigularis,vira-folha-de-bico-curto,Short-billed Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,rufigularis,vira-folha-de-bico-curto,Sclerurus rufigularis,Short-billed Leaftosser,shblea1,Sclerurus rufigularis,,Tirahojas Piquicorto,Zimtkehl-Laubwender,Tirafoglie beccocorto,Sclérure à bec court,hrnčiřík krátkozobý,Kortnæbbet Løvkaster,Kortsnavelbladkrabber,,pikkukarikeorneero,,短嘴硬尾雀,コバシヤブクグリ,Kortnebbløvvender,liściarek krótkodzioby,Короткоклювый дроздовый листовник,hrabankár krátkozobý,Kortnäbbad lövkastare
CBRO#2650,Sclerurus caudacutus,vira-folha-pardo,Black-tailed Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,caudacutus,vira-folha-pardo,Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,Sclerurus caudacutus,,Tirahojas Colinegro,Weißkehl-Laubwender,Tirafoglie codanera,Sclérure des ombres,hrnčiřík černochvostý,Sorthalet Løvkaster,Zwartstaartbladkrabber,,isokarikeorneero,,黑尾硬尾雀,オグロヤブクグリ,Sepialøvvender,liściarek białogardły,Чернохвостый дроздовый листовник,hrabankár tmavý,Svartstjärtad lövkastare
CBRO#2657,Sclerurus albigularis,vira-folha-de-garganta-cinza,Gray-throated Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,albigularis,vira-folha-de-garganta-cinza,Sclerurus albigularis,Gray-throated Leaftosser,grtlea1,Sclerurus albigularis,,Tirahojas Gorgigrís,Graukehl-Laubwender,Tirafoglie golagrigia,Sclérure à gorge grise,hrnčiřík šedohrdlý,Gråstrubet Løvkaster,Grijskeelbladkrabber,,harmaakurkkuorneero,,灰喉硬尾雀,ノドジロヤブクグリ,Gråstrupeløvvender,liściarek siwawy,Серогорлый дроздовый листовник,hrabankár sivohrdlý,Gråstrupig lövkastare
CBRO#2660,Sclerurus cearensis,vira-folha-cearense,Ceara Leaftosser,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,cearensis,vira-folha-cearense,Sclerurus cearensis,Ceara Leaftosser,rublea2,Sclerurus scansor cearensis,NE Brazil (Ceará and n Bahia),,,,,,,,,,,,,,,,,
CBRO#2661,Sclerurus scansor,vira-folha,Rufous-breasted Leaftosser,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Sclerurus,scansor,vira-folha,Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,Sclerurus scansor,,Tirahojas Ogarití,Schuppenkehl-Laubwender,Tirafoglie pettorossiccio,Sclérure à poitrine rousse,hrnčiřík východobrazilský,Rødbrystet Løvkaster,Roodborstbladkrabber,,ruskoselkäorneero,,棕胸硬尾雀,ムネアカヤブクグリ,Rustbrystløvvender,liściarek brazylijski,Рыжегрудый дроздовый листовник,hrabankár hnedoprsý,Rödbröstad lövkastare
CBRO#2664,Geositta cunicularia,curriqueiro,Common Miner,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Geositta,cunicularia,curriqueiro,Geositta cunicularia,Common Miner,commin1,Geositta cunicularia,,Minero Común,Patagonienerdhacker,Minatore comune,Géositte mineuse,kutálek obecný,Minør,Gewone Holengraver,,nurmikaivaja,,掘穴雀,ジカマドドリ,Patagoniatunnelfugl,dróżniczek białobrzuchy,Кроличий печник-землекоп,kazarita haviarska,Minerare
CBRO#2663,Geositta poeciloptera,andarilho,Campo Miner,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Scleruridae,,Geositta,poeciloptera,andarilho,Geositta poeciloptera,Campo Miner,cammin2,Geositta poeciloptera,S-c Brazil (Minas Gerais to São Paulo) and adjacent ne Bolivia,Minero Brasileño,Camposerdhacker,Minatore del campo,Géositte des campos,kutálek savanový,Campominør,Camposholengraver,,pikkukaivaja,,草原掘穴雀,ヒメジカマドドリ,Campostunnelfugl,dróżniczek kusy,Бразильский печник-землекоп,kazarita motýľoletá,Campominerare
CBRO#2703,Certhiasomus stictolaemus,arapaçu-de-garganta-pintada,Spot-throated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Certhiasomus,stictolaemus,arapaçu-de-garganta-pintada,Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,Certhiasomus stictolaemus,,Trepatroncos Gorgipunteado,Kehlflecken-Baumsteiger,Rampicatore golamacchiata,Grimpar à gorge tachetée,klouzálek skvrnitohrdlý,Pletstrubet Tyrankryber,Vlekkeelmuisspecht,,täpläkurkkukipuaja,,斑喉鴷雀,コオナガオニキバシリ,Flekkstrupetreløper,tęgosterzyk mniejszy,Малый длиннохвостый древолаз,kôrolezec škvrnitohrdlý,Fläckstrupig trädklättrare
CBRO#2694,Sittasomus griseicapillus,arapaçu-verde,Olivaceous Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Sittasomus,griseicapillus,arapaçu-verde,Sittasomus griseicapillus,Olivaceous Woodcreeper,oliwoo1,Sittasomus griseicapillus,,Trepatroncos Oliváceo,Dünnschnabel-Baumsteiger,Rampicatore olivaceo,Grimpar fauvette,klouzálek olivový,Gråhovedet Tyrankryber,Grijze Muisspecht,,oliivikipuaja,csuszka-fahágó,绿鴷雀,ヒメオニキバシリ,Gråhodetreløper,kowal,Поползневый древолаз,kôrolezec sivohlavý,Gråhuvad trädklättrare
CBRO#2688,Deconychura longicauda,arapaçu-rabudo,Long-tailed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Deconychura,longicauda,arapaçu-rabudo,Deconychura longicauda,Long-tailed Woodcreeper,lotwoo1,Deconychura longicauda,,Trepatroncos Colilargo,Langschwanz-Baumsteiger,Rampicatore codalunga,Grimpar à longue queue,klouzálek dlouhoocasý,Langhalet Tyrankryber,Langstaartmuisspecht,,pitkäpyrstökipuaja,hosszúfarkú fahágó,长尾鴷雀,オナガオニキバシリ,Langhaletreløper,tęgosterzyk większy,Большой длиннохвостый древолаз,kôrolezec dlhochvostý,Långstjärtad trädklättrare
CBRO#2679,Dendrocincla merula,arapaçu-da-taoca,White-chinned Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Dendrocincla,merula,arapaçu-da-taoca,Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,Dendrocincla merula,,Trepatroncos Barbiblanco,Weißkinn-Baumsteiger,Rampicatore mentobianco,Grimpar à menton blanc,klouzálek bělobradý,Hvidhaget Tyrankryber,Witkinmuisspecht,,valkoleukakipuaja,,白颏鴷雀,シロアゴコオニキバシリ,Hvithaketreløper,łaźczyk białogardły,Белогорлый дятловый древолаз,kôrolezec bielobradý,Vithakad trädklättrare
CBRO#2669,Dendrocincla fuliginosa,arapaçu-pardo,Plain-brown Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Dendrocincla,fuliginosa,arapaçu-pardo,Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,Dendrocincla fuliginosa,,Trepatroncos Fuliginoso,Grauwangen-Baumsteiger,Rampicatore bruno,Grimpar enfumé,klouzálek šedolící,Brun Tyrankryber,Grijswangmuisspecht,,ruskokipuaja,füstös harkályrigó,纯褐鴷雀,コオニキバシリ,Sepiatreløper,łaźczyk brązowy,Рощёкий дятловый древолаз,kôrolezec hnedý,Sepiaträdklättrare
CBRO#2673,Dendrocincla atrirostris,arapaçu-pardo-de-mato-grosso,d'Orbigny’s Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Dendrocincla,atrirostris,,Dendrocincla fuliginosa atrirostris,,plbwoo14,Dendrocincla fuliginosa atrirostris,Southeast Peru to n and e Bolivia and sw Brazil (Mato Grosso),,,,,,,,,,,,,,,,,
CBRO#2677,Dendrocincla taunayi,arapaçu-pardo-do-nordeste,Pernambuco Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Dendrocincla,taunayi,arapaçu-pardo-do-nordeste,Dendrocincla taunayi,Pernambuco Woodcreeper,plbwoo4,Dendrocincla turdina taunayi,NE Brazil (e Pernambuco and e Alagoas),,,,,,,,,,,,,,,,,
CBRO#2678,Dendrocincla turdina,arapaçu-liso,Plain-winged Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Sittasominae,Dendrocincla,turdina,arapaçu-liso,Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,Dendrocincla turdina,,Trepatroncos Turdino,Einfarb-Baumsteiger,Rampicatore turdino,Grimpar grive,klouzálek brazilský,Drosseltyrankryber,Lijstermuisspecht,,,,鸫鴷雀,ミナミコオニキバシリ,Trostetreløper,łaźczyk drozdowaty,,kôrolezec drozdí,Trastträdklättrare
CBRO#2709,Glyphorynchus spirurus,arapaçu-bico-de-cunha,Wedge-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Glyphorynchus,spirurus,arapaçu-bico-de-cunha,Glyphorynchus spirurus,Wedge-billed Woodcreeper,webwoo1,Glyphorynchus spirurus,,Trepatroncos Picocuña,Keilschnabel-Baumsteiger,Rampicatore cuneato,Grimpar bec-en-coin,klouzálek klínozobý,Barkhakker,Wigsnavelmuisspecht,,pikkukipuaja,ékcsőrű fahágó,楔嘴鴷雀,チビオニキバシリ,Kilenebbtreløper,tęgosterek,Долотоклювый древолаз,dlátnik ostrozobý,Kilnäbbsträdklättrare
CBRO#2794,Dendrexetastes rufigula,arapaçu-galinha-da-guiana,Cinnamon-throated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,rufigula,arapaçu-galinha,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,Dendrexetastes rufigula,,Trepatroncos Gorgicanelo,Perlhals-Baumsteiger,Rampicatore golacannella,Grimpar à collier,klouzálek krůpějový,Perlehalstrækryber,Bruinkeelmuisspecht,,kanelikurkkukipuaja,,红喉鴷雀,カギハシオニキバシリ,Bleknebbtreløper,rogodziób,Табачногрудый древолаз,klzáčik palmový,Kanelträdklättrare
CBRO#2795,Dendrexetastes devillei,arapaçu-galinha-ocidental,Deville's Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,devillei,,Dendrexetastes rufigula devillei,,citwoo2,Dendrexetastes rufigula devillei,W Amazonian basin (se Colombia to ne Bolivia),,,,,,,,,,,,,,,,,
CBRO#4973,Dendrexetastes paraensis,arapaçu-galinha-do-pará,Para Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,paraensis,,,,citwoo4,Dendrexetastes rufigula paraensis/moniliger,,,,,,,,,,,,,,,,,,
CBRO#2792,Nasica longirostris,arapaçu-de-bico-comprido,Long-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Nasica,longirostris,arapaçu-de-bico-comprido,Nasica longirostris,Long-billed Woodcreeper,lobwoo1,Nasica longirostris,E Colombia to sw Venezuela; n Bolivia; Amaz. Brazil and Fr. Guiana,Trepatroncos Piquilargo,Elfenbeinschnabel-Baumsteiger,Rampicatore beccolungo,Grimpar nasican,klouzálek dlouhozobý,Langnæbbet Trækryber,Langsnavelmuisspecht,mõõknokk-ronilind,pitkänokkakipuaja,hosszúcsőrű fahágó,长嘴鴷雀,オオオニキバシリ,Langnebbtreløper,szablonos,Длинноклювый древолаз,klzáčik dlhozobý,Långnäbbad trädklättrare
CBRO#2800,Dendrocolaptes certhia,arapaçu-barrado,Amazonian Barred Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,certhia,arapaçu-barrado,Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,Dendrocolaptes certhia,,Trepatroncos Barrado Amazónico,Amazonien-Bindenbaumsteiger,Rampicatore barrato amazzonico,Grimpar barré,klouzálek vlnkovaný,Certhiatrækryber,Gebandeerde Muisspecht,,suomukipuaja,sávozott fahágó,斑鴷雀,ヨコジマオニキバシリ,Amazonvatretreløper,tęgoster prążkowany,Полосатый настоящий древолаз,klzáčik kôrovníkovitý,Vattrad trädklättrare
CBRO#2801,Dendrocolaptes radiolatus,arapaçu-barrado-do-napo,Napo Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,radiolatus,arapaçu-barrado-do-napo,Dendrocolaptes radiolatus,Napo  Woodcreeper,amabaw2,Dendrocolaptes certhia radiolatus,W Amazonia from se Colombia to ne Peru and nw Brazil,,,,,,,,,,,,,,,,,
CBRO#2802,Dendrocolaptes juruanus,arapaçu-barrado-do-juruá,Juruá Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,juruanus,arapaçu-barrado-do-juruá,Dendrocolaptes juruanus,Juruá Woodcreeper,amabaw8,Dendrocolaptes certhia juruanus,SW Amazonia from e Peru and w Brazil to n Bolivia,,,,,,,,,,,,,,,,,
CBRO#2803,Dendrocolaptes concolor,arapaçu-concolor,Plain-colored Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,concolor,arapaçu-concolor,Dendrocolaptes concolor,Plain-colored Woodcreeper,amabaw5,Dendrocolaptes certhia concolor,south central Amazonia; in Brazil between the Madeira and Tapajós rivers; and in northeastern Bolivia (Santa Cruz),,,,,,,,,,,,,,,,,
CBRO#2804,Dendrocolaptes ridgwayi,arapaçu-barrado-do-tapajós,Ridgway's Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,ridgwayi,arapaçu-barrado-do-tapajós,Dendrocolaptes ridgwayi,Ridgway's Woodcreeper,amabaw6,Dendrocolaptes certhia ridgwayi,eastern Amazonian Brazil; between the rios Tapajós and Xingu,,,,,,,,,,,,,,,,,
CBRO#2805,Dendrocolaptes retentus,arapaçu-barrado-do-xingu,Xingu Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,retentus,arapaçu-barrado-do-xingu,Dendrocolaptes retentus,Xingu Woodcreeper,xinwoo1,Dendrocolaptes certhia retentus,eastern Amazonian Brazil; south of the Amazon; between the Xingu and Tocantins Rivers,,,,,,,,,,,,,,,,,
CBRO#2806,Dendrocolaptes medius,arapaçu-barrado-do-leste,Todd's Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,medius,arapaçu-barrado-do-leste,Dendrocolaptes medius,Todd's Woodcreeper,amabaw7,Dendrocolaptes certhia medius,eastern Amazonian Brazil; east of the Tocantins River; also an isolated population in northeastern Brazil (Alagoas; Pernambuco),,,,,,,,,,,,,,,,,
CBRO#2807,Dendrocolaptes picumnus,arapaçu-meio-barrado,Black-banded Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,picumnus,arapaçu-meio-barrado,Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,Dendrocolaptes picumnus,,Trepatroncos Variable,Dunkelschnabel-Baumsteiger,Rampicatore bandenere,Grimpar varié,klouzálek mravenčí,Tværstribet Trækryber,Blauwsnavelmuisspecht,,suomuvatsakipuaja,,黑斑鴷雀,オニキバシリ,Strekbuktreløper,tęgoster zebrowany,Голубоклювый настоящий древолаз,klzáčik čiarkavohlavý,Tvärbandad trädklättrare
CBRO#2812,Dendrocolaptes hoffmannsi,arapaçu-marrom,Hoffmanns's Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,hoffmannsi,arapaçu-marrom,Dendrocolaptes hoffmannsi,Hoffmanns's Woodcreeper,hofwoo2,Dendrocolaptes hoffmannsi,S Amazonian Brazil s of Amazon to Rondônia and s Mato Grosso,Trepatroncos de Hoffmann,Parábaumsteiger,Rampicatore di Hoffmann,Grimpar de Hoffmanns,klouzálek Hoffmannsův,Lavlandstrækryber,Hoffmanns' Muisspecht,,matogrossonkipuaja,,霍氏鴷雀,ハシグロオニキバシリ,Rustkronetreløper,tęgoster rudogłowy,Черноклювый настоящий древолаз,klzáčik amazonský,Låglandsträdklättrare
CBRO#2810,Dendrocolaptes transfasciatus,arapaçu-meio-barrado-do-xingu,Santarem Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,transfasciatus,,Dendrocolaptes picumnus transfasciatus,,bkbwoo14,Dendrocolaptes picumnus transfasciatus,Amazonian Brazil s of lower Amazon to n Mato Grosso,,,,,,,,,,,,,,,,,
CBRO#2813,Dendrocolaptes platyrostris,arapaçu-grande,Planalto Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,platyrostris,arapaçu-grande,Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,Dendrocolaptes platyrostris,,Trepatroncos Oscuro,Planaltobaumsteiger,Rampicatore di Planalto,Grimpar des plateaux,klouzálek planaltský,Planaltotrækryber,Planaltomuisspecht,,etelänsuomukipuaja,,南美鴷雀,コバシオニキバシリ,Planaltotreløper,tęgoster płaskodzioby,Плоскоклювый настоящий древолаз,klzáčik tmavohlavý,Planaltoträdklättrare
CBRO#2834,Hylexetastes stresemanni,arapaçu-de-barriga-pintada,Bar-bellied Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,arapaçu-de-barriga-pintada,Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,Hylexetastes stresemanni,,Trepatroncos de Stresemann,Wellenbauch-Baumsteiger,Rampicatore panciabarrata,Grimpar de Stresemann,klouzálek vlnkobřichý,Vatret Trækryber,Bandbuikmuisspecht,,raitavatsakipuaja,,斑腹鴷雀,シマバラオニキバシリ,Vatrebuktreløper,drwal prążkowany,Полосатобрюхий красноклювый древолаз,klzáčik vlnkovaný,Bukbandad trädklättrare
CBRO#2838,Hylexetastes perrotii,arapaçu-de-bico-vermelho,Red-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,perrotii,arapaçu-de-bico-vermelho,Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,Hylexetastes perrotii,SE Venezuela to the Guianas and Brazil north of the Amazon,Trepatroncos Piquirrojo,Rotschnabel-Baumsteiger,Rampicatore beccorosso,Grimpar de Perrot,klouzálek červenozobý,Rødnæbbet Trækryber,Roodsnavelmuisspecht,,punanokkakipuaja,,红嘴鴷雀,アカハシオニキバシリ,Rødnebbtreløper,drwal czerwonodzioby,Белоухий красноклювый древолаз,klzáčik džungľový,Rödnäbbad trädklättrare
CBRO#2839,Hylexetastes uniformis,arapaçu-uniforme,Uniform Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,uniformis,arapaçu-uniforme,Hylexetastes uniformis,Uniform Woodcreeper,uniwoo1,Hylexetastes uniformis,,Trepatroncos Uniforme,Weißbart-Baumsteiger,Rampicatore uniforme,Grimpar uni,klouzálek jednobarvý,Ensfarvet Trækryber,Egale Muisspecht,,,,纯色鴷雀,ムジオニキバシリ,Bruntreløper,drwal jednobarwny,,klzáčik jednofarebný,Enfärgad trädklättrare
CBRO#2817,Xiphocolaptes promeropirhynchus,arapaçu-vermelho,Strong-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,arapaçu-vermelho,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,stbwoo1,Xiphocolaptes promeropirhynchus,,Trepatroncos Picofuerte,Strichelkopf-Baumsteiger,Rampicatore beccoforte,Grimpar géant,klouzálek velkozobý,Stornæbbet Trækryber,Reuzenmuisspecht,,isonokkakipuaja,vastagcsőrű fahágó,强嘴鴷雀,ハシブトオニキバシリ,Meiseltreløper,łaziec kreskowany,Толстоклювый меченосый древолаз,klzáčik veľkozobý,Stornäbbad trädklättrare
CBRO#2822,Xiphocolaptes carajaensis,arapaçu-do-carajás,Carajas Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,carajaensis,arapaçu-do-carajás,Xiphocolaptes carajaensis,Carajas Woodcreeper,stbwoo9,Xiphocolaptes promeropirhynchus carajaensis,Amazonian Brazil between Xingú and Tocantins/Araguaia,,,,,,,,,,,,,,,,,
CBRO#2823,Xiphocolaptes falcirostris,arapaçu-do-nordeste,Moustached Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,falcirostris,arapaçu-do-nordeste,Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,Xiphocolaptes falcirostris,,Trepatroncos Bigotudo,Piauibaumsteiger,Rampicatore dai mustacchi,Grimpar à moustaches,klouzálek vousatý,Skægtrækryber,Baardmuisspecht,,viiksikipuaja,bajszos fahágó,须鴷雀,ホオヒゲオニキバシリ,Caatingatreløper,łaziec wąsaty,Бородатый меченосый древолаз,klzáčik fúzatý,Caatingaträdklättrare
