cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#1215,Threnetes leucurus,balança-rabo-de-garganta-preta,Pale-tailed Barbthroat,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Threnetes,leucurus,balança-rabo-de-garganta-preta,Threnetes leucurus,Pale-tailed Barbthroat,patbar1,Threnetes leucurus,,Ermitaño Colipálida,Hellschwanz-Schattenkolibri,Barbuto codachiara,Ermite à queue blanche,,Hvidhalet Skægstrube,Zwartkeelbaardkolibrie,,,,淡尾髭喉蜂鸟,アゴヒゲハチドリ,,pustelnik jasnosterny,Бородатый колибри,čiernobrádok bledochvostý,
CBRO#1219,Threnetes niger,balança-rabo-escuro,Sooty Barbthroat,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Threnetes,niger,balança-rabo-escuro,Threnetes niger,Sooty Barbthroat,soobar1,Threnetes niger,,Ermitaño Barbudo Común,Orangekehl-Schattenkolibri,Barbuto fuligginoso,Ermite d'Antonia,kolibřík kouřový,Sodgrøn Skægstrube,Beroete Baardkolibrie,,nokikaulurikolibri,,暗色髭喉蜂鸟,ウスズミヒゲハチドリ,Skjeggstubberemitt,pustelnik czarny,Чёрный бородатый колибри,čiernobrádok sadzový,Blekstjärtad eremit
CBRO#1222,Anopetia gounellei,rabo-branco-de-cauda-larga,Broad-tipped Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Anopetia,gounellei,rabo-branco-de-cauda-larga,Anopetia gounellei,Broad-tipped Hermit,brther2,Anopetia gounellei,Lowlands of e Brazil (Piauí; Ceará and Bahia),Ermitaño Coliancho,Caatingaschattenkolibri,Eremita codamacchiata,Ermite de Gounelle,kolibřík tmavohrdlý,Caatingaeremit,Oranjestuitheremietkolibri,,bahianerakkokolibri,,阔尾隐蜂鸟,オジロユミハチドリ,Caatingaeremitt,pustelnik białosterny,Рыжебородый солнечный колибри,slnečníček tupochvostý,Caatingaeremit
CBRO#1224,Phaethornis squalidus,rabo-branco-pequeno,Dusky-throated Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,squalidus,rabo-branco-pequeno,Phaethornis squalidus,Dusky-throated Hermit,duther1,Phaethornis squalidus,SE Brazil (s Minas Gerais and Espírito Santo to Santa Catarina),Ermitaño Escuálido,Dunkelkehl-Schattenkolibri,Eremita golascura,Ermite terne,kolibřík temnohrdlý,Sodstrubet Eremit,Bruinkeelheremietkolibrie,,partaerakkokolibri,,暗喉隐蜂鸟,ノドグロユミハチドリ,Smusseremitt,pustelnik skromny,Черногорлый солнечный колибри,slnečníček čiernohrdlý,Sotstrupig eremit
CBRO#1226,Phaethornis rupurumii,rabo-branco-do-rupununi,Streak-throated Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,rupurumii,rabo-branco-do-rupununi,Phaethornis rupurumii,Streak-throated Hermit,stther1,Phaethornis rupurumii,,Ermitaño del Rupununi,Strichelkehl-Schattenkolibri,Eremita del Rupununi,Ermite balafré,kolibřík pruhohrdlý,Guyanaeremit,Streepkeelheremietkolibrie,,venezuelanerakkokolibri,,斑喉隐蜂鸟,ノドジマユミハチドリ,Strekstrupeeremitt,pustelnik ciemnogardły,Солнечный колибри Рупуруна,slnečníček fŕkanohrdlý,Guyanaeremit
CBRO#1225,Phaethornis maranhaoensis,rabo-branco-do-maranhão,Maranhao Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,maranhaoensis,rabo-branco-do-maranhão,Phaethornis maranhaoensis,Maranhao Hermit,,,,,,,,,,,,,,,,,,,,
CBRO#1229,Phaethornis aethopygus,rabo-branco-do-tapajós,Tapajos Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,aethopygus,rabo-branco-do-tapajós,Phaethornis aethopygus,Tapajos Hermit,lither3,Phaethornis aethopygus,Central Amazonian Brazil; east of the Tapajos and Teles Peres rivers,Ermitaño de Tapajoz,Tapajosschattenkolibri,,Ermite du Tapajos,,,Tapajósheremietkolibrie,,,,塔河隐蜂鸟,,,pustelnik rzeczny,,slnečníček čistinový,
CBRO#1230,Phaethornis idaliae,rabo-branco-mirim,Minute Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,idaliae,rabo-branco-mirim,Phaethornis idaliae,Minute Hermit,minher1,Phaethornis idaliae,Lowlands of se Brazil (Bahia to Rio de Janeiro),Ermitaño Pigmeo,Schiller-Zwergschattenkolibri,Eremita minuto,Ermite d'Idalie,kolibřík hnědohrdlý,Brasiliansk Dværgeremit,Dwergheremietkolibrie,,pikkuerakkokolibri,törpe-remetekolibri,姬隐蜂鸟,クロアゴユミハチドリ,Dvergeremitt,pustelnik mały,Малый коричневогорлый солнечный колибри,slnečníček hnedohrdlý,Dvärgeremit
CBRO#1231,Phaethornis nattereri,rabo-branco-de-sobre-amarelo,Cinnamon-throated Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,nattereri,besourão-de-sobre-amarelo,Phaethornis nattereri,Cinnamon-throated Hermit,cither1,Phaethornis nattereri,E Bolivia and adj. sw Brazil; ne Brazil (Maranhão to Ceará),Ermitaño de Natterer,Zimtkehl-Schattenkolibri,Eremita golacannella,Ermite de Natterer,kolibřík skořicový,Kanelstrubet Dværgeremit,Natterers Heremietkolibrie,,kanelierakkokolibri,,红喉隐蜂鸟,チャノドユミハチドリ,Kanelstrupeeremitt,pustelnik płowosterny,Коричневогорлый солнечный колибри,slnečníček hrdzavohrdlý,Kanelstrupseremit
CBRO#1232,Phaethornis griseogularis,rabo-branco-de-garganta-cinza,Gray-chinned Hermit,BR#,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,griseogularis,rabo-branco-de-garganta-cinza,Phaethornis griseogularis,Gray-chinned Hermit,gycher1,Phaethornis griseogularis,,Ermitaño Barbigrís,Binden-Zwergschattenkolibri,Eremita mentogrigio,Ermite à gorge grise,kolibřík šedobradý,Gråstrubet Dværgeremit,Grijskinheremietkolibrie,,ruoste-erakkokolibri,,灰颏隐蜂鸟,ハイノドユミハチドリ,Gråstrupeeremitt,pustelnik szarogardły,Серогорлый солнечный колибри,slnečníček sivohrdlý,Gråstrupig eremit
CBRO#1234,Phaethornis ruber,rabo-branco-rubro,Reddish Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,ruber,rabo-branco-rubro,Phaethornis ruber,Reddish Hermit,redher1,Phaethornis ruber,,Ermitaño Rojizo,Roter Zwergschattenkolibri,Eremita rossastro,Ermite roussâtre,kolibřík malý,Rødlig Dværgeremit,Rode Heremietkolibrie,,vyöerakkokolibri,vörhenyes remetekolibri,红隐蜂鸟,チャイロユミハチドリ,Rusteremitt,pustelnik rdzawobrzuchy,Краснобрюхий солнечный колибри,slnečníček malý,Rosteremit
CBRO#1239,Phaethornis subochraceus,rabo-branco-de-barriga-fulva,Buff-bellied Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,subochraceus,rabo-branco-de-barriga-fulva,Phaethornis subochraceus,Buff-bellied Hermit,bubher1,Phaethornis subochraceus,Lowlands of e Bolivia and adjacent Brazil (w Mato Grosso),Ermitaño Ocráceo,Ockerbauch-Schattenkolibri,Eremita panciacamoscio,Ermite ocré,kolibřík okrovobřichý,Okkerbuget Eremit,Bruinbuikheremietkolibrie,,kuparierakkokolibri,,黄腹隐蜂鸟,ドウボウシユミハチドリ,Okerbukeremitt,pustelnik ochrowy,Солнечный колибри Тодда,slnečníček okrový,Ockrabukad eremit
CBRO#1240,Phaethornis augusti,rabo-branco-cinza-claro,Sooty-capped Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,augusti,rabo-branco-cinza-claro,Phaethornis augusti,Sooty-capped Hermit,socher1,Phaethornis augusti,,Ermitaño Limpiacasa,Graubauch-Schattenkolibri,Eremita capocenere,Ermite d'Auguste,kolibřík tmavotemenný,Sodisset Eremit,Bruinkapheremietkolibrie,,nokierakkokolibri,ezüstös remetekolibri,乌顶隐蜂鸟,コシアカユミハチドリ,Soteremitt,pustelnik rdzaworzytny,Черношапочный солнечный колибри,slnečníček čarovný,Soteremit
CBRO#1242,Phaethornis pretrei,rabo-branco-acanelado,Planalto Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,pretrei,rabo-branco-acanelado,Phaethornis pretrei,Planalto Hermit,plaher1,Phaethornis pretrei,E Brazil to e Bolivia; e Paraguay and n Argentina,Ermitaño del Planalto,Zimtroter Schattenkolibri,Eremita di Planalto,Ermite de Prêtre,kolibřík Petreův,Planaltoeremit,Brilheremietkolibrie,,ruskoerakkokolibri,Planalto-remetekolibri,普拉隐蜂鸟,バライロユミハチドリ,Planaltoeremitt,pustelnik ubogi,Солнечный колибри Претра,slnečníček hnedkastý,Höglandseremit
CBRO#1243,Phaethornis eurynome,rabo-branco-de-garganta-rajada,Scale-throated Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,eurynome,rabo-branco-de-garganta-rajada,Phaethornis eurynome,Scale-throated Hermit,scther1,Phaethornis eurynome,,Ermitaño Escamoso,Schuppenkehl-Schattenkolibri,Eremita golasquamata,Ermite eurynome,kolibřík šupinkový,Skælstrubet Eremit,Schubkeelheremietkolibrie,,suomuerakkokolibri,pikkelyestorkú remetekolibri,鳞喉隐蜂鸟,ウロコユミハチドリ,Skjellstrupeeremitt,pustelnik łuskogardły,Чешуегорлый солнечный колибри,slnečníček lesný,Fjällstrupseremit
CBRO#1246,Phaethornis hispidus,rabo-branco-cinza,White-bearded Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,hispidus,rabo-branco-cinza,Phaethornis hispidus,White-bearded Hermit,whbher1,Phaethornis hispidus,E Colombia to s Venezuela; n Bolivia and w Amazonian Brazil,Ermitaño Barbiblanco,Weißbart-Schattenkolibri,Eremita barbabianca,Ermite d'Osery,kolibřík běloknírkový,Hvidskægget Eremit,Witbaardheremietkolibrie,,solmioerakkokolibri,,白髯隐蜂鸟,ノドジロユミハチドリ,Hvitskjeggeremitt,pustelnik białobrody,Белобородый солнечный колибри,slnečníček bielobradý,Vitskäggseremit
CBRO#1247,Phaethornis philippii,rabo-branco-amarelo,Needle-billed Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,philippii,rabo-branco-amarelo,Phaethornis philippii,Needle-billed Hermit,nebher1,Phaethornis philippii,Trop. e Peru; n Bolivia and w Amaz. Brazil s of the Amazon,Ermitaño Picoaguja,Orangefarbener Schattenkolibri,Eremita beccoaguzzo,Ermite de Filippi,kolibřík jehlozobý,Orangebuget Eremit,Naaldsnavelheremietkolibrie,,neulaerakkokolibri,,细嘴隐蜂鸟,ハリハシハチドリ,Nåleremitt,pustelnik cienkodzioby,Тонкоклювый солнечный колибри,slnečníček tenkozobý,Nålnäbbseremit
CBRO#1250,Phaethornis major,rabo-branco-de-barriga-cinza,Ash-bellied Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,major,,Phaethornis bourcieri major,,stbher3,Phaethornis bourcieri major,Brazil south of the Amazon (e bank of lower Rio Tapajós),,,,,,,,,,,,,,,,,
CBRO#1248,Phaethornis bourcieri,rabo-branco-de-bico-reto,Straight-billed Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,bourcieri,rabo-branco-de-bico-reto,Phaethornis bourcieri,Straight-billed Hermit,stbher1,Phaethornis bourcieri,,Ermitaño Piquirrecto,Braunbauch-Schattenkolibri,Eremita beccodritto,Ermite de Bourcier,kolibřík šídlozobý,Retnæbbet Eremit,Priemsnavelheremietkolibrie,,kalpaerakkokolibri,,直嘴隐蜂鸟,ケンハシハチドリ,Floretteremitt,pustelnik prostodzioby,Прямоклювый солнечный колибри,slnečníček priamozobý,Raknäbbad eremit
CBRO#1251,Phaethornis superciliosus,rabo-branco-de-bigodes,Long-tailed Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,superciliosus,rabo-branco-de-bigodes,Phaethornis superciliosus,Long-tailed Hermit,lother1,Phaethornis superciliosus,,Ermitaño Colilargo Común,Östlicher Langschwanz-Schattenkolibri,Eremita codalunga orientale,Ermite à brins blancs,kolibřík poustevník,Rustbrun Eremit,Oostelijke Langstaartheremietkolibrie,,pyrstöerakkokolibri,hosszúfarkú remetekolibri,长尾隐蜂鸟,ユミハシハチドリ,Øststjerteremitt,pustelnik długosterny,Солнечный колибри,slnečníček pustovník,Rostbrun eremit
CBRO#1257,Phaethornis malaris,rabo-branco-de-bico-grande,Great-billed Hermit,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,malaris,besourão-de-bico-grande,Phaethornis malaris,Great-billed Hermit,grbher1,Phaethornis malaris,,Ermitaño Picogrande,Dunkler Schattenkolibri,Eremita beccogrosso,Ermite à long bec,kolibřík dlouhozobý,Langnæbbet Eremit,Langsnavelheremietkolibrie,,guayananerakkokolibri,nagycsőrű remetekolibri,大嘴隐蜂鸟,オオユミハシハチドリ,Stornebberemitt,pustelnik wielkodzioby,Длиннокрылый солнечный колибри,slnečníček veľkozobý,Långnäbbad eremit
CBRO#1258,Phaethornis margarettae,rabo-branco-de-margarette,Margaretta's Hermit,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Phaethornithinae,Phaethornis,margarettae,rabo-branco-de-margarette,Phaethornis margarettae,Margaretta's Hermit,grbher4,Phaethornis malaris margarettae,Coastal e Brazil (Pernambuco to Espírito Santo),,,,,,,,,,,,,,,,,
CBRO#1263,Doryfera johannae,bico-de-lança,Blue-fronted Lancebill,BR#,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Doryfera,johannae,bico-de-lança,Doryfera johannae,Blue-fronted Lancebill,blflan1,Doryfera johannae,,Colibrí Picolanza Menor,Blaustirn-Lanzettschnabel,Lanciere fronteblu,Porte-lance de Jeanne,kolibřík modročelý,Blå Lansenæb,Blauwvoorhoofdlancetkolibrie,,metsäpistinkolibri,kékarcú dárdacsőrűkolibri,蓝额矛嘴蜂鸟,スミレビタイヤリハチドリ,Blåpannelansenebb,włócznik modroczelny,Синелобый ланцетоклюв,jagavička modročelá,Blåbröstad lansnäbb
CBRO#1410,Augastes scutatus,beija-flor-de-gravata-verde,Hyacinth Visorbearer,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Augastes,scutatus,beija-flor-de-gravata-verde,Augastes scutatus,Hyacinth Visorbearer,hyavis1,Augastes scutatus,,Colibrí Colaceleste,Grünmaskenkolibri,Mascherina giacinto,Colibri superbe,kolibřík čabrakový,Hyacintvisirbærer,Blauwbuikvizierkolibrie,,vihersilmikkokolibri,pajzsos kolibri,紫蓝妆脸蜂鸟,ムナオビハチドリ,Hyasintkolibri,zalotnik hiacyntowy,Гиацинтовый колибри-капуцин,jagavička hyacintová,Hyacintvisirbärare
CBRO#1414,Augastes lumachella,beija-flor-de-gravata-vermelha,Hooded Visorbearer,BR; En,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Augastes,lumachella,beija-flor-de-gravata-vermelha,Augastes lumachella,Hooded Visorbearer,hoovis2,Augastes lumachella,Locally in ne Brazilian plateaux (Bahia and Minas Gerais),Colibrí Lumaquela,Goldmaskenkolibri,Mascherina monaca,Colibri lumachelle,kolibřík krajkový,Hættevisirbærer,Groenbuikvizierkolibrie,,mustasilmikkokolibri,,妆脸蜂鸟,ボウシムナオビハチドリ,Visirkolibri,zalotnik czarnołbisty,Колибри-капуцин,jagavička kapucňová,Hättvisirbärare
CBRO#1286,Colibri delphinae,beija-flor-marrom,Brown Violetear,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Colibri,delphinae,beija-flor-marrom,Colibri delphinae,Brown Violetear,brvear1,Colibri delphinae,Belize and Guatemala to the Guianas; Brazil and Bolivia,Colibrí Pardo,Brauner Veilchenohrkolibri,Guanciaviola bruno,Colibri de Delphine,kolibřík fialovouchý,Brun Violetøre,Bruine Violetoorkolibrie,,rusko-orvokkikolibri,barna füleskolibri,褐紫耳蜂鸟,チャイロハチドリ,Brunkolibri,uszatek brązowy,Бурый колибри,jagavička hnedá,Brunkolibri
CBRO#1289,Colibri coruscans,beija-flor-violeta,Sparkling Violetear,BR#,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Colibri,coruscans,beija-flor-violeta,Colibri coruscans,Sparkling Violetear,spvear1,Colibri coruscans,,Colibrí Rutilante,Großer Veilchenohrkolibri,Guanciaviola luccicante,Colibri anaïs,kolibřík modrolící,Glitrende Violetøre,Goulds Violetoorkolibrie,,iso-orvokkikolibri,Ibolya-kolibri,辉紫耳蜂鸟,アオミミハチドリ,Fiolørekolibri,uszatek niebieskobrzuchy,Сверкающий колибри,jagavička ligotavá,Violettörad kolibri
CBRO#1291,Colibri serrirostris,beija-flor-de-orelha-violeta,White-vented Violetear,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Colibri,serrirostris,beija-flor-de-orelha-violeta,Colibri serrirostris,White-vented Violetear,wvvear1,Colibri serrirostris,Savanna of e Bolivia to Paraguay; s Brazil and n Argentina,Colibrí Orejimorado,Amethystohrkolibri,Guanciaviola culbianco,Colibri à ventre blanc,kolibřík ametystouchý,Brasiliansk Violetøre,Witbuikvioletoorkolibrie,,valko-orvokkikolibri,,白腹紫耳蜂鸟,シロハラハチドリ,Hvitgumpkolibri,uszatek zielonobrzuchy,Аметистовоухий колибри,jagavička savanová,Vitgumpskolibri
CBRO#1421,Heliactin bilophus,chifre-de-ouro,Horned Sungem,BR,1 Primária,09 Espécie,Apodiformes,,,,,Trochilidae,Polytminae,Heliactin,bilophus,chifre-de-ouro,Heliactin bilophus,Horned Sungem,horsun2,Heliactin bilophus,Extreme s Suriname to interior Brazil and adjacent e Bolivia,Colibrí Cornudito,Goldhauben-Schmuckkolibri,Gemma di sole,Colibri aux huppes d'or,kolibřík růžkatý,Hornkolibri,Zonnestraalkolibrie,,sarvikolibri,fácánkolibri,角蜂鸟,ツノホウセキハチドリ,Hornkolibri,rogatek,Рогатый колибри,jagavička uškatá,Hornkolibri
